id,set_name,number,rarity,character,title,popularity,popularity_factor,raw_value_yuan,balance_factor,value_yuan
6665,NNS-02,051,SER,Keke Tang,Love Live!,common,1.01,5.05,0.175735779028,0.89
6666,NNS-02,052,SER,Kanon Shibuya,Love Live!,common,1.01,5.05,0.175735779028,0.89
6667,NNS-02,053,SER,Mafuyu Kirisu,We Never Learn!: Bokuben,common,1.03,5.15,0.175735779028,0.91
6668,NNS-02,054,SER,Yuri Nakamura,Angel Beats!,common,1.03,5.15,0.175735779028,0.91
6669,NNS-02,055,SER,Kazusa Touma,White Album 2,common,1.01,5.05,0.175735779028,0.89
6670,NNS-02,056,SER,Qiqi,Genshin Impact,common,1.03,5.15,0.175735779028,0.91
6671,NNS-02,057,SER,Ako Udagawa,BanG Dream!,common,1.03,5.15,0.175735779028,0.91
6672,NNS-02,058,SER,Chiyomi Anzai,Girls Und Panzer,common,1.04,5.20,0.175735779028,0.91
6673,NNS-02,059,SER,Ginko Sora,The Ryuo's Work is Never Done,common,1.02,5.10,0.175735779028,0.90
6674,NNS-02,060,SER,Kasumi Nakasu,Love Live!,common,1.04,5.20,0.175735779028,0.91
6675,NNS-02,061,SER,Chisato Arashi,Love Live!,common,1.03,5.15,0.175735779028,0.91
6676,NNS-02,062,SER,Sumire Heanna,Love Live!,common,1.04,5.20,0.175735779028,0.91
6677,NNS-02,063,SER,Ren Hazuki,Love Live!,common,1.04,5.20,0.175735779028,0.91
6678,NNS-02,064,SER,Angelina,Arknights,common,1.03,5.15,0.175735779028,0.91
6679,NNS-02,065,SER,Pallas,Arknights,common,1.00,5.00,0.175735779028,0.88
6680,NNS-02,066,SER,Z23,Azur Lane,common,1.01,5.05,0.175735779028,0.89
6681,NNS-02,067,SER,Elf Yamada,Eromanga Sensei,common,1.01,5.05,0.175735779028,0.89
6682,NNS-02,068,SER,Baobhan Sith,Fate Series,common,1.03,5.15,0.175735779028,0.91
6683,NNS-02,069,SER,Tomoe Gozen,Fate Series,common,1.02,5.10,0.175735779028,0.90
6684,NNS-02,070,SER,Meltlilith,Fate Series,common,1.05,5.25,0.175735779028,0.92
6685,NNS-02,071,SER,BB,Fate Series,common,1.04,5.20,0.175735779028,0.91
6686,NNS-02,072,SER,Shiki Ryougi,Kara no Kyoukai,common,1.03,5.15,0.175735779028,0.91
6687,NNS-02,073,SER,Honoka Kousaka,Love Live!,common,1.03,5.15,0.175735779028,0.91
6688,NNS-02,074,SER,Kotori Minami,Love Live!,common,1.03,5.15,0.175735779028,0.91
6689,NNS-02,075,SER,Umi Sonoda,Love Live!,common,1.05,5.25,0.175735779028,0.92
6690,NNS-02,076,SER,Eli Ayase,Love Live!,common,1.02,5.10,0.175735779028,0.90
6691,NNS-02,077,SER,Nozomi Tojo,Love Live!,common,1.05,5.25,0.175735779028,0.92
6692,NNS-02,078,SER,Maki Nishikino,Love Live!,common,1.05,5.25,0.175735779028,0.92
6693,NNS-02,079,SER,Rin Hoshizora,Love Live!,common,1.00,5.00,0.175735779028,0.88
6694,NNS-02,080,SER,Hanayo Koizumi,Love Live!,common,1.04,5.20,0.175735779028,0.91
6695,NNS-02,081,SER,Nico Yazawa,Love Live!,common,1.04,5.20,0.175735779028,0.91
6696,NNS-02,082,SER,Echidna,Re:Zero,epic,2.29,11.45,0.175735779028,2.01
6697,NNS-02,083,SER,Marin Kitagawa,My Dress-Up Darling,epic,1.85,9.25,0.175735779028,1.63
6698,NNS-02,084,SER,Marnie,Pokemon,common,1.01,5.05,0.175735779028,0.89
6699,NNS-02,085,SER,Haruka Ogasawara,Sound! Euphonium,common,1.05,5.25,0.175735779028,0.92
6700,NNS-02,086,SER,Asuka Tanaka,Sound! Euphonium,common,1.03,5.15,0.175735779028,0.91
6701,NNS-02,087,SER,Kaori Nakaseko,Sound! Euphonium,common,1.00,5.00,0.175735779028,0.88
6702,NNS-02,088,SER,Sapphire Kawashima,Sound! Euphonium,common,1.02,5.10,0.175735779028,0.90
6703,NNS-02,089,SER,Nozomi Kasaki,Sound! Euphonium,common,1.05,5.25,0.175735779028,0.92
6704,NNS-02,090,SER,Mizore Yoroizuka,Sound! Euphonium,common,1.04,5.20,0.175735779028,0.91
6705,NNS-02,091,SER,Hazuki Katou,Sound! Euphonium,common,1.03,5.15,0.175735779028,0.91
6706,NNS-02,092,SER,Natsuki Nakagawa,Sound! Euphonium,common,1.05,5.25,0.175735779028,0.92
6707,NNS-02,093,SER,Yuuko Yoshikawa,Sound! Euphonium,common,1.01,5.05,0.175735779028,0.89
6708,NNS-02,094,SER,Keqing,Genshin Impact,common,1.04,5.20,0.175735779028,0.91
6709,NNS-02,095,SER,Kuroyukihime,Accel World,common,1.03,5.15,0.175735779028,0.91
6710,NNS-02,096,SER,Rinne Ohara,Island,common,1.02,5.10,0.175735779028,0.90
6711,NNS-02,097,SER,Yuezheng Ling,VSinger,common,1.05,5.25,0.175735779028,0.92
6712,NNS-02,098,SER,Yui Hirasawa,K-On!,common,1.04,5.20,0.175735779028,0.91
6713,NNS-02,099,SER,Mio Akiyama,K-On!,common,1.04,5.20,0.175735779028,0.91
6714,NNS-02,100,SER,Ritsu Tainaka,K-On!,common,1.05,5.25,0.175735779028,0.92
6715,NNS-02,101,SER,Tsumugi Kotobuki,K-On!,common,1.04,5.20,0.175735779028,0.91
6716,NNS-02,102,SER,Azusa Nakano,K-On!,common,1.00,5.00,0.175735779028,0.88
6717,NNS-02,103,SER,Junko Enoshima,Danganronpa,common,1.01,5.05,0.175735779028,0.89
6718,NNS-02,104,SER,Magallan,Arknights,common,1.03,5.15,0.175735779028,0.91
6719,NNS-02,105,SER,Mostima,Arknights,common,1.05,5.25,0.175735779028,0.92
6720,NNS-02,106,SER,Ceobe,Arknights,common,1.05,5.25,0.175735779028,0.92
6721,NNS-02,107,SER,Manticore,Arknights,common,1.02,5.10,0.175735779028,0.90
6722,NNS-02,108,SER,Tomimi,Arknights,common,1.01,5.05,0.175735779028,0.89
6723,NNS-02,109,SER,Frostleaf,Arknights,common,1.03,5.15,0.175735779028,0.91
6724,NNS-02,110,SER,Anastasia,The Idolm@ster,common,1.01,5.05,0.175735779028,0.89
6725,NNS-02,111,SER,Chiyo Shirayuki,The Idolm@ster,common,1.03,5.15,0.175735779028,0.91
6726,NNS-02,112,SER,Riamu Yumemi,The Idolm@ster,common,1.05,5.25,0.175735779028,0.92
6727,NNS-02,113,SER,Rinze Morino,The Idolm@ster,common,1.01,5.05,0.175735779028,0.89
6728,NNS-02,114,SER,Fuyuko Mayuzumi,The Idolm@ster,common,1.00,5.00,0.175735779028,0.88
6729,NNS-02,115,SER,Natsuha Arisugawa,The Idolm@ster,common,1.01,5.05,0.175735779028,0.89
6730,NNS-02,116,SER,Noelle,Genshin Impact,common,1.01,5.05,0.175735779028,0.89
6731,NNS-02,117,SER,Kamisato Ayaka,Genshin Impact,common,1.01,5.05,0.175735779028,0.89
6732,NNS-02,118,SER,Sayu,Genshin Impact,common,1.01,5.05,0.175735779028,0.89
6733,NNS-02,119,SER,Suzuna Minami,Princess Connect Re:Dive,common,1.04,5.20,0.175735779028,0.91
6734,NNS-02,120,SER,Yori Kazemiya,Princess Connect Re:Dive,common,1.01,5.05,0.175735779028,0.89
6735,NNS-02,121,SER,Maho Himemiya,Princess Connect Re:Dive,common,1.00,5.00,0.175735779028,0.88
6736,NNS-02,122,SER,Shiori Kashiwazaki,Princess Connect Re:Dive,common,1.02,5.10,0.175735779028,0.90
6737,NNS-02,123,SER,Yukina Minato,BanG Dream!,common,1.05,5.25,0.175735779028,0.92
6738,NNS-02,124,SER,Ran Mitake,BanG Dream!,common,1.01,5.05,0.175735779028,0.89
6739,NNS-02,125,SER,Kirari Momobami,Kakegurui,epic,2.41,12.05,0.175735779028,2.12
6740,NNS-02,126,SER,Shinku,Rozen Maiden,common,1.01,5.05,0.175735779028,0.89
6741,NS-09,001,SER,Red Rose,Original,common,1.05,5.25,1.111824558127,5.84
6742,NS-09,002,SER,Blue Rose,Original,common,1.03,5.15,1.111824558127,5.73
6743,NS-09,003,SER,Purple Rose,Original,common,1.03,5.15,1.111824558127,5.73
6744,NS-09,001,SSR,Makima,Chainsaw Man,epic,2.31,5.78,1.111824558127,6.43
6745,NS-09,002,SSR,Specter the Unchained,Arknights,common,1.04,2.60,1.111824558127,2.89
6746,NS-09,003,SSR,Skadi the Corrupting Heart,Arknights,common,1.04,2.60,1.111824558127,2.89
6747,NS-09,004,SSR,Qiubai,Arknights,common,1.02,2.55,1.111824558127,2.84
6748,NS-09,005,SSR,Kisaki,Blue Archive,common,1.01,2.53,1.111824558127,2.81
6749,NS-09,006,SSR,Aru Rikuhachima,Blue Archive,common,1.02,2.55,1.111824558127,2.84
6750,NS-09,007,SSR,Hina,Blue Archive,common,1.05,2.63,1.111824558127,2.92
6751,NS-09,008,SSR,Maki,Blue Archive,common,1.03,2.58,1.111824558127,2.87
6752,NS-09,009,SSR,Lisa,Genshin Impact,common,1.01,2.53,1.111824558127,2.81
6753,NS-09,010,SSR,Nilou,Genshin Impact,common,1.05,2.63,1.111824558127,2.92
6754,NS-09,011,SSR,Kamisato Ayaka,Genshin Impact,common,1.03,2.58,1.111824558127,2.87
6755,NS-09,012,SSR,Hitori Gotou,Bocchi the Rock!,common,1.04,2.60,1.111824558127,2.89
6756,NS-09,013,SSR,Nijika Ijichi,Bocchi the Rock!,common,1.05,2.63,1.111824558127,2.92
6757,NS-09,014,SSR,Ryou Yamada,Bocchi the Rock!,common,1.00,2.50,1.111824558127,2.78
6758,NS-09,015,SSR,Ikuyo Kita,Bocchi the Rock!,common,1.02,2.55,1.111824558127,2.84
6759,NS-09,016,SSR,Altina Orion,The Legend of Heroes: Trails of Cold Steel,common,1.03,2.58,1.111824558127,2.87
6760,NS-09,017,SSR,Gawr Gura,Hololive,common,1.04,2.60,1.111824558127,2.89
6761,NS-09,018,SSR,March 7th,Honkai: Star Rail,common,1.01,2.53,1.111824558127,2.81
6762,NS-09,001,SCR,Youmu Konpaku,Touhou Project,common,1.00,1.25,1.111824558127,1.39
6763,NS-09,002,SCR,Nahida,Genshin Impact,common,1.00,1.25,1.111824558127,1.39
6764,NS-09,003,SCR,Noelle,Genshin Impact,common,1.01,1.26,1.111824558127,1.40
6765,NS-09,004,SCR,Elysia,Honkai Impact,common,1.00,1.25,1.111824558127,1.39
6766,NS-09,005,SCR,Megumi Kato,Saekano: How to Raise a Boring Girlfriend,common,1.02,1.27,1.111824558127,1.41
6767,NS-09,006,SCR,Ai Yashajin,The Ryuo's Work is Never Done,common,1.04,1.30,1.111824558127,1.45
6768,NS-09,007,SCR,Mai Sakurajima,Rascal Does Not Dream Of Bunny Girl Senpai,common,1.05,1.31,1.111824558127,1.46
6769,NS-09,008,SCR,Kaori Miyazono,Your Lie in April,common,1.03,1.29,1.111824558127,1.43
6770,NS-09,009,SCR,Sakura Kinomoto,Cardcaptor Sakura,common,1.00,1.25,1.111824558127,1.39
6771,NS-09,010,SCR,Chisato Nishikigi,Lycoris Recoil,common,1.05,1.31,1.111824558127,1.46
6772,NS-09,011,SCR,Takina Inoue,Lycoris Recoil,common,1.03,1.29,1.111824558127,1.43
6773,NS-09,012,SCR,Kurumi,Lycoris Recoil,common,1.00,1.25,1.111824558127,1.39
6774,NS-09,013,SCR,Yui Kotegawa,To LOVE-Ru,common,1.04,1.30,1.111824558127,1.45
6775,NS-09,014,SCR,Toko Kenmochi,VTuber,common,1.04,1.30,1.111824558127,1.45
6776,NS-09,015,SCR,Uruha Rushia,Hololive,common,1.02,1.27,1.111824558127,1.41
6777,NS-09,016,SCR,Hoshimachi Suisei,Hololive,common,1.02,1.27,1.111824558127,1.41
6778,NS-09,017,SCR,Mito Tsukino,VTuber,common,1.03,1.29,1.111824558127,1.43
6779,NS-09,018,SCR,Tendou Alice,Blue Archive,common,1.01,1.26,1.111824558127,1.40
6780,NS-09,001,SR,Hatsune Miku,Vocaloid,common,1.04,0.10,1.111824558127,0.11
6781,NS-09,002,SR,Chino Kafuu,Is the Order a Rabbit?,common,1.03,0.10,1.111824558127,0.11
6782,NS-09,003,SR,Karen Asakura,Heaven Burns Red,common,1.01,0.10,1.111824558127,0.11
6783,NS-09,004,SR,P90,Girls' Frontline,common,1.04,0.10,1.111824558127,0.11
6784,NS-09,005,SR,Nanami Hiromachi,BanG Dream!,common,1.00,0.10,1.111824558127,0.11
6785,NS-09,006,SR,Miko Iino,Kaguya-sama: Love is War,epic,1.78,0.18,1.111824558127,0.20
6786,NS-09,007,SR,Elysia,Honkai Impact,common,1.04,0.10,1.111824558127,0.11
6787,NS-09,008,SR,Pozyomka,Arknights,common,1.00,0.10,1.111824558127,0.11
6788,NS-09,009,SR,La Pluma,Arknights,common,1.00,0.10,1.111824558127,0.11
6789,NS-09,010,SR,Surtr,Arknights,common,1.01,0.10,1.111824558127,0.11
6790,NS-09,011,SR,Lin,Arknights,common,1.02,0.10,1.111824558127,0.11
6791,NS-09,012,SR,Bailu,Honkai: Star Rail,common,1.05,0.11,1.111824558127,0.12
6792,NS-09,013,SR,Qingque,Honkai: Star Rail,common,1.03,0.10,1.111824558127,0.11
6793,NS-09,014,SR,Guizhong,Genshin Impact,common,1.03,0.10,1.111824558127,0.11
6794,NS-09,015,SR,Keqing,Genshin Impact,common,1.04,0.10,1.111824558127,0.11
6795,NS-09,016,SR,Hu Tao,Genshin Impact,common,1.02,0.10,1.111824558127,0.11
6796,NS-09,017,SR,Kotoko Iwanaga,In/Spectre,common,1.02,0.10,1.111824558127,0.11
6797,NS-09,018,SR,Sumi Serina,Blue Archive,common,1.03,0.10,1.111824558127,0.11
6798,NS-09,019,SR,Mika Misono,Blue Archive,common,1.00,0.10,1.111824558127,0.11
6799,NS-09,020,SR,Shimoe Koharu,Blue Archive,common,1.05,0.11,1.111824558127,0.12
6800,NS-09,021,SR,Kasumizawa Miyu,Blue Archive,common,1.04,0.10,1.111824558127,0.11
6801,NS-09,022,SR,Rinze Morino,The Idolm@ster,common,1.02,0.10,1.111824558127,0.11
6802,NS-09,023,SR,Oguri Cap,Uma Musume Pretty Derby,common,1.04,0.10,1.111824558127,0.11
6803,NS-09,024,SR,Flandre Scarlet,Touhou Project,common,1.03,0.10,1.111824558127,0.11
6804,NS-09,025,SR,Ibaraki Kasen,Touhou Project,common,1.02,0.10,1.111824558127,0.11
6805,NS-09,026,SR,Nitori Kawashiro,Touhou Project,common,1.00,0.10,1.111824558127,0.11
6806,NS-09,027,SR,Yuyuko Saigyouji,Touhou Project,common,1.05,0.11,1.111824558127,0.12
6807,NS-09,028,SR,Remilia Scarlet,Touhou Project,common,1.01,0.10,1.111824558127,0.11
6808,NS-09,029,SR,Hoshimachi Suisei,Hololive,common,1.02,0.10,1.111824558127,0.11
6809,NS-09,030,SR,Minato Aqua,Hololive,common,1.03,0.10,1.111824558127,0.11
6810,NS-09,031,SR,Amane Kanata,Hololive,common,1.02,0.10,1.111824558127,0.11
6811,NS-09,032,SR,Yukihana Lamy,Hololive,common,1.04,0.10,1.111824558127,0.11
6812,NS-09,033,SR,Tatsumaki,One Punch Man,epic,2.36,0.24,1.111824558127,0.27
6813,NS-09,034,SR,Sakura Matou,Fate Series,common,1.02,0.10,1.111824558127,0.11
6814,NS-09,035,SR,Artoria Pendragon (Saber),Fate Series,common,1.00,0.10,1.111824558127,0.11
6815,NS-09,036,SR,Kanade Tachibana,Angel Beats!,common,1.00,0.10,1.111824558127,0.11
6816,NS-09,001,CR,Usami Sumireko,Touhou Project,common,1.01,0.25,1.111824558127,0.28
6817,NS-09,002,CR,Fuyuko Mayuzumi,The Idolm@ster,common,1.03,0.26,1.111824558127,0.29
6818,NS-09,003,CR,Okita Souji,Fate Series,common,1.01,0.25,1.111824558127,0.28
6819,NS-09,004,CR,Kurisu Makise,Steins; Gate,epic,2.13,0.53,1.111824558127,0.59
6820,NS-09,005,CR,Liko,Pokemon,common,1.02,0.26,1.111824558127,0.29
6821,NS-09,006,CR,Hayase Yuuka,Blue Archive,common,1.04,0.26,1.111824558127,0.29
6822,NS-09,007,CR,Plana,Blue Archive,common,1.03,0.26,1.111824558127,0.29
6823,NS-09,008,CR,Urawa Hanako,Blue Archive,common,1.00,0.25,1.111824558127,0.28
6824,NS-09,009,CR,Sunohara Kokona,Blue Archive,common,1.05,0.26,1.111824558127,0.29
6825,NS-09,010,CR,Sakamata Chloe,Hololive,common,1.05,0.26,1.111824558127,0.29
6826,NS-09,011,CR,Nekomata Okayu,Hololive,common,1.02,0.26,1.111824558127,0.29
6827,NS-09,012,CR,Tokoyami Towa,Hololive,common,1.05,0.26,1.111824558127,0.29
6828,NS-09,013,CR,Bochi Mumumu,VTuber,common,1.05,0.26,1.111824558127,0.29
6829,NS-09,014,CR,Komori Met,VTuber,common,1.02,0.26,1.111824558127,0.29
6830,NS-09,015,CR,Shirakami Fubuki,Hololive,common,1.05,0.26,1.111824558127,0.29
6831,NS-09,016,CR,Aoandon,Onmyoji,common,1.01,0.25,1.111824558127,0.28
6832,NS-09,017,CR,Semigoori Yuki Onna,Onmyoji,common,1.01,0.25,1.111824558127,0.28
6833,NS-09,018,CR,Kachou Fuugetsu,Onmyoji,common,1.00,0.25,1.111824558127,0.28
6834,NS-09,001,R,Mudrock,Arknights,common,1.03,0.01,1.111824558127,0.01
6835,NS-09,002,R,Ling,Arknights,common,1.01,0.01,1.111824558127,0.01
6836,NS-09,003,R,Hoshiguma,Arknights,common,1.00,0.01,1.111824558127,0.01
6837,NS-09,004,R,Nene Kusanagi,Project SEKAI,common,1.02,0.01,1.111824558127,0.01
6838,NS-09,005,R,Zenovia Marden,The Genius Prince's Guide to Raising a Nation Out of Debt,common,1.00,0.01,1.111824558127,0.01
6839,NS-09,006,R,Haruhi Suzumiya,The Melancholy of Haruhi Suzumiya,common,1.04,0.01,1.111824558127,0.01
6840,NS-09,007,R,Ninym Ralei,The Genius Prince's Guide to Raising a Nation Out of Debt,common,1.02,0.01,1.111824558127,0.01
6841,NS-09,008,R,Rukkhadevata,Genshin Impact,common,1.05,0.01,1.111824558127,0.01
6842,NS-09,009,R,Allen Poe,Honkai Impact,common,1.00,0.01,1.111824558127,0.01
6843,NS-09,010,R,Shigure,Kantai Collection,common,1.04,0.01,1.111824558127,0.01
6844,NS-09,011,R,Hayase Yuuka,Blue Archive,common,1.04,0.01,1.111824558127,0.01
6845,NS-09,012,R,Hoshino Takanashi,Blue Archive,common,1.02,0.01,1.111824558127,0.01
6846,NS-09,013,R,Asuna Ichinose,Blue Archive,common,1.05,0.01,1.111824558127,0.01
6847,NS-09,014,R,Yaoyao,Genshin Impact,common,1.04,0.01,1.111824558127,0.01
6848,NS-09,015,R,Yoisaki Kanade,Project SEKAI,common,1.05,0.01,1.111824558127,0.01
6849,NS-09,016,R,Murasaki Shion,Hololive,common,1.01,0.01,1.111824558127,0.01
6850,NS-09,017,R,Nakiri Ayame,Hololive,common,1.05,0.01,1.111824558127,0.01
6851,NS-09,018,R,Misaka Mikoto,A Certain Magical Index (Toaru Kagaku no Railgun),common,1.05,0.01,1.111824558127,0.01
6852,NS-02-M09,001,UR,Shiroko Sunaookami,Blue Archive,common,1.03,6.18,1.258844987506,7.78
6853,NS-02-M09,002,UR,Aru Rikuhachima,Blue Archive,common,1.00,6.00,1.258844987506,7.55
6854,NS-02-M09,003,UR,Hoshimachi Suisei,Hololive,common,1.00,6.00,1.258844987506,7.55
6855,NS-02-M09,004,UR,Shirakami Fubuki,Hololive,common,1.01,6.06,1.258844987506,7.63
6856,NS-02-M09,005,UR,Hitori Gotou,Bocchi the Rock!,common,1.00,6.00,1.258844987506,7.55
6857,NS-02-M09,006,UR,Echidna,Re:Zero,epic,2.48,14.88,1.258844987506,18.73
6858,NS-02-M09,001,PTR,Hitori Gotou,Bocchi the Rock!,common,1.05,6.30,1.258844987506,7.93
6859,NS-02-M09,002,PTR,Nijika Ijichi,Bocchi the Rock!,common,1.05,6.30,1.258844987506,7.93
6860,NS-02-M09,003,PTR,Ryou Yamada,Bocchi the Rock!,common,1.01,6.06,1.258844987506,7.63
6861,NS-02-M09,004,PTR,Ikuyo Kita,Bocchi the Rock!,common,1.04,6.24,1.258844987506,7.86
6862,NS-02-M09,005,PTR,Makima,Chainsaw Man,epic,2.44,14.64,1.258844987506,18.43
6863,NS-02-M09,006,PTR,Kisaki,Blue Archive,common,1.04,6.24,1.258844987506,7.86
6864,NS-02-M09,007,PTR,Dehya,Genshin Impact,common,1.00,6.00,1.258844987506,7.55
6865,NS-02-M09,008,PTR,Mitsuri Kanroji,Demon Slayer (Kimetsu no Yaiba),epic,1.77,10.62,1.258844987506,13.37
6866,NS-02-M09,009,PTR,Kiana Kaslana,Honkai Impact,common,1.01,6.06,1.258844987506,7.63
6867,NS-02-M09,001,SER,Red Peony,Original,common,1.03,5.15,1.258844987506,6.48
6868,NS-02-M09,002,SER,Purple Camellia,Original,common,1.04,5.20,1.258844987506,6.55
6869,NS-02-M09,003,SER,Red Rose,Original,common,1.00,5.00,1.258844987506,6.29
6870,NS-02-M09,004,SER,Purple Peony,Original,common,1.05,5.25,1.258844987506,6.61
6871,NS-02-M09,005,SER,Red Camellia,Original,common,1.04,5.20,1.258844987506,6.55
6872,NS-02-M09,006,SER,Rose Red Lily,Original,common,1.03,5.15,1.258844987506,6.48
6873,NS-02-M09,001,SSR,Hatsune Miku,Vocaloid,common,1.00,2.50,1.258844987506,3.15
6874,NS-02-M09,002,SSR,Takina Inoue,Lycoris Recoil,common,1.00,2.50,1.258844987506,3.15
6875,NS-02-M09,003,SSR,Chisato Nishikigi,Lycoris Recoil,common,1.04,2.60,1.258844987506,3.27
6876,NS-02-M09,004,SSR,Kokomi Sangonomiya,Genshin Impact,common,1.04,2.60,1.258844987506,3.27
6877,NS-02-M09,005,SSR,Nilou,Genshin Impact,common,1.01,2.53,1.258844987506,3.18
6878,NS-02-M09,006,SSR,Kamisato Ayaka,Genshin Impact,common,1.02,2.55,1.258844987506,3.21
6879,NS-02-M09,007,SSR,Hu Tao,Genshin Impact,common,1.01,2.53,1.258844987506,3.18
6880,NS-02-M09,008,SSR,Barbara,Genshin Impact,common,1.04,2.60,1.258844987506,3.27
6881,NS-02-M09,009,SSR,Elysia,Honkai Impact,common,1.00,2.50,1.258844987506,3.15
6882,NS-02-M09,010,SSR,Seele Vollerei,Honkai Impact,common,1.05,2.63,1.258844987506,3.31
6883,NS-02-M09,011,SSR,Yor Forger,Spy X Family,epic,1.89,4.72,1.258844987506,5.94
6884,NS-02-M09,012,SSR,Dusk,Arknights,common,1.01,2.53,1.258844987506,3.18
6885,NS-02-M09,013,SSR,Hoshino Takanashi,Blue Archive,common,1.01,2.53,1.258844987506,3.18
6886,NS-02-M09,014,SSR,Toki Asuma,Blue Archive,common,1.05,2.63,1.258844987506,3.31
6887,NS-02-M09,015,SSR,Flandre Scarlet,Touhou Project,common,1.02,2.55,1.258844987506,3.21
6888,NS-02-M09,016,SSR,Sakuya Izayoi,Touhou Project,common,1.00,2.50,1.258844987506,3.15
6889,NS-02-M09,017,SSR,Lucy,Cyberpunk Edgerunners,epic,2.25,5.63,1.258844987506,7.09
6890,NS-02-M09,018,SSR,Rem,Re:Zero,epic,2.16,5.40,1.258844987506,6.80
6891,NS-02-M09,019,SSR,Morgan le Fay,Fate Series,common,1.05,2.63,1.258844987506,3.31
6892,NS-02-M09,020,SSR,Asahina Mafuyu,Project SEKAI,common,1.02,2.55,1.258844987506,3.21
6893,NS-02-M09,021,SSR,Megurine Luka,Vocaloid,common,1.00,2.50,1.258844987506,3.15
6894,NS-02-M09,022,SSR,Merlin,Fate Series,common,1.03,2.58,1.258844987506,3.25
6895,NS-02-M09,023,SSR,Minato Aqua,Hololive,common,1.01,2.53,1.258844987506,3.18
6896,NS-02-M09,024,SSR,Gawr Gura,Hololive,common,1.00,2.50,1.258844987506,3.15
6897,NS-02-M09,025,SSR,2B,NieR: Automata,epic,1.86,4.65,1.258844987506,5.85
6898,NS-02-M09,026,SSR,Uta,One Piece,epic,2.09,5.23,1.258844987506,6.58
6899,NS-02-M09,027,SSR,KAngel,Needy Streamer Overload,common,1.03,2.58,1.258844987506,3.25
6900,NS-02-M09,001,SCR,Mika Misono,Blue Archive,common,1.03,1.29,1.258844987506,1.62
6901,NS-02-M09,002,SCR,Shenhe,Genshin Impact,common,1.02,1.27,1.258844987506,1.60
6902,NS-02-M09,003,SCR,Rei Ayanami,Evangelion,common,1.05,1.31,1.258844987506,1.65
6903,NS-02-M09,004,SCR,Kikuri Hiroi,Bocchi the Rock!,common,1.03,1.29,1.258844987506,1.62
6904,NS-02-M09,005,SCR,Dehya,Genshin Impact,common,1.04,1.30,1.258844987506,1.64
6905,NS-02-M09,006,SCR,Houshou Marine,Hololive,common,1.04,1.30,1.258844987506,1.64
6906,NS-02-M09,007,SCR,Toki Asuma,Blue Archive,common,1.05,1.31,1.258844987506,1.65
6907,NS-02-M09,008,SCR,Fuyuko Mayuzumi,The Idolm@ster,common,1.01,1.26,1.258844987506,1.59
6908,NS-02-M09,009,SCR,Madoka Higuchi,The Idolm@ster,common,1.00,1.25,1.258844987506,1.57
6909,NS-02-M09,010,SCR,Yae Miko,Genshin Impact,common,1.02,1.27,1.258844987506,1.60
6910,NS-02-M09,011,SCR,Flandre Scarlet,Touhou Project,common,1.05,1.31,1.258844987506,1.65
6911,NS-02-M09,012,SCR,Kosaka Wakamo,Blue Archive,common,1.04,1.30,1.258844987506,1.64
6912,NS-02-M09,013,SCR,Hayase Yuuka,Blue Archive,common,1.01,1.26,1.258844987506,1.59
6913,NS-02-M09,014,SCR,Goldenglow,Arknights,common,1.05,1.31,1.258844987506,1.65
6914,NS-02-M09,015,SCR,Raiden Shogun,Genshin Impact,common,1.04,1.30,1.258844987506,1.64
6915,NS-02-M09,016,SCR,Kayoko Onikata,Blue Archive,common,1.01,1.26,1.258844987506,1.59
6916,NS-02-M09,017,SCR,Sakamata Chloe,Hololive,common,1.02,1.27,1.258844987506,1.60
6917,NS-02-M09,018,SCR,Misaka Mikoto,A Certain Magical Index (Toaru Kagaku no Railgun),common,1.01,1.26,1.258844987506,1.59
6918,NS-02-M09,001,SR,Hina Amano,Weathering with You,common,1.02,0.10,1.258844987506,0.13
6919,NS-02-M09,002,SR,Akane Shinjo,SSSS.GRIDMAN,common,1.00,0.10,1.258844987506,0.13
6920,NS-02-M09,003,SR,Nanakusa Nazuna,Call of the Night,common,1.04,0.10,1.258844987506,0.13
6921,NS-02-M09,004,SR,Misa Amane,Death Note,epic,2.48,0.25,1.258844987506,0.31
6922,NS-02-M09,005,SR,Kanna Kamui,Miss Kobayashi's Dragon Maid,epic,2.08,0.21,1.258844987506,0.26
6923,NS-02-M09,006,SR,Marin Kitagawa,My Dress-Up Darling,epic,2.37,0.24,1.258844987506,0.30
6924,NS-02-M09,007,SR,Mirai Kuriyama,Beyond the Boundary,common,1.02,0.10,1.258844987506,0.13
6925,NS-02-M09,008,SR,Reze,Chainsaw Man,epic,2.23,0.22,1.258844987506,0.28
6926,NS-02-M09,009,SR,Rio Futaba,Rascal Does Not Dream Of Bunny Girl Senpai,common,1.02,0.10,1.258844987506,0.13
6927,NS-02-M09,010,SR,Akiko Yosano,Bungo Stray Dogs,common,1.02,0.10,1.258844987506,0.13
6928,NS-02-M09,011,SR,Mr. C.B.,Uma Musume Pretty Derby,common,1.02,0.10,1.258844987506,0.13
6929,NS-02-M09,012,SR,Rosaria,Genshin Impact,common,1.01,0.10,1.258844987506,0.13
6930,NS-02-M09,013,SR,Madame Ping,Genshin Impact,common,1.05,0.11,1.258844987506,0.14
6931,NS-02-M09,014,SR,Ganyu,Genshin Impact,common,1.02,0.10,1.258844987506,0.13
